,SiO2,Na2O,K2O,CaO,MgO,Al2O3,Fe2O3,CuO,PbO,BaO,P2O5,SrO,SnO2,SO2
0,69.3296762882034,-0.000803943582769416,9.989668626385727,6.319984402728313,0.8665524556843731,3.930249556347,1.7393150882274773,3.869213569143336,-0.0009938472064732876,0.00151375626272308,1.1702862236172826,-0.0043650469817350995,0.0016327880729697431,0.3958418623378299
1,86.91864977035775,-0.3262104604302185,5.0555408891827796,2.003671206179536,-1.3988854972635545,4.16126070112742,-0.27791177074773216,0.46089555368398644,-0.15326630098112787,0.6142260949965858,0.7761389181790364,-1.7711740179655704,0.6625247846790722,2.370410864440005
2,61.44841354501508,-0.6496542728197036,12.102222149630816,5.85739608796776,-1.675906801652636,5.70166259251585,1.6065334769000281,4.4544974880586015,0.606887570156173,4.0832428309185165,0.9312928418548025,-3.4273263989176006,1.3194305806382476,4.720717859233441
3,65.48907552418544,-0.9708673794954923,9.269822873870305,7.101164247572756,-2.603362190014877,6.741372038835905,1.232879152186107,1.2302815355105363,-1.2002009265921132,1.828059340833582,1.135652579629777,-5.271367065252584,1.9718058725151812,7.414815413495326
4,61.05835433698669,-1.2955156026484436,10.41600769407513,7.324865762644329,-3.7855483586683936,7.902147797690735,1.516298314013256,2.002705295435117,-1.6015359662420514,2.43934387809775,1.4012353030531899,-6.974058847327424,2.6311577947594493,9.883874268530164
5,66.99821673008663,-1.6187144945101488,6.702789907130092,-0.03140460387579254,-4.9615193724756175,11.652473662012682,1.0109522192787943,0.9265468151047762,-1.8010793206469915,4.427899449840076,4.756302029018929,-8.678881421520046,3.2875661636290188,11.762401546391139
6,59.02797278635743,-1.9421774756397983,6.879463266507898,5.3723199060206035,-6.598622878007426,10.652881503670354,4.385381136308232,0.28012999830198115,-2.0509491461959657,4.626952278842534,5.1914627772359525,-10.42513787998845,3.9445108907905637,14.112847830985041
7,91.70628437774369,-2.2940629739552483,-0.9455787139073539,1.025492991996103,-9.837610418264866,2.692112128062351,-1.7844042286623512,0.9959098069614081,-2.835955317020239,4.31952225048347,1.4267426381065995,-12.455715643476555,4.659180995776367,16.669826559213956
8,93.95470686186697,-2.6456730683303817,-0.5005071769054091,0.5686714210705134,-11.345416946186003,2.141257262871786,-1.9339549659737731,-1.0380409797077996,-3.2706210293314997,4.981573660314388,1.2919244484253163,-14.364798089178436,5.373291762670996,19.224804062554565
9,95.56181224028572,-3.000554216433267,-0.3167839197075174,0.15178638858519528,-12.8672507055285,1.7414177826368753,-2.2962924451097573,-2.095191565020153,-3.709330467694223,5.6497841815210466,1.0682708340330829,-16.291640864718676,6.094045952844556,21.803550703415187
10,92.94030189981702,-3.3519974795753233,-0.3716436173470783,0.6549680543445223,-14.374341812515144,2.500511130487643,-2.5657010522045725,-1.628979154628822,-4.143789940713947,6.311521462563202,1.3433932483443798,-18.199817492915436,6.807817889933953,24.357315926294614
11,57.52975870806264,-0.8162036481081629,11.014723411212053,8.628678145697016,-15.76463232216295,7.301149668847735,-0.2519052863222373,1.1338770304074681,-4.544578505762032,6.921973649194812,2.578818589489836,-19.960109120020903,7.466272010980738,26.71316258797181
12,60.8596378828978,-0.6193608622538123,10.631522803203074,8.152408587764308,-16.490424609780728,10.471462595771095,-2.90721587413931,-3.4422406800944367,-3.324070337544536,7.530450745400984,1.5838704771672862,-21.714705403224237,8.122595733515485,29.061387014382788
13,63.439488910461534,-2.222587980612023,12.738293381715058,8.186137673623252,-18.01651666702889,7.521797222027966,-3.262586016157895,-3.1584267720486565,-5.233648585971023,8.139059465195954,1.5389472524575138,-23.42968123441899,8.779061429650081,31.410119400301593
14,77.58921462632438,-4.646126312644922,7.504935682568754,-0.09013927835968705,-18.39394329918767,4.492228453754993,-3.9582212935841525,-4.544917298346325,-5.743611561445322,8.74825417343489,3.0141348274426782,-25.156346813925047,11.79615919249566,33.76111322282384
15,74.67877922541231,-4.970064780844167,-2.048586946767286,4.613576006634405,-20.09308583180928,7.7327838938495175,-1.8641974630541016,-1.5817992444336748,-5.144069191295444,11.328202303481937,2.869464860708985,-26.98518495031523,10.094069621272004,36.11501463793129
16,90.20658975174672,-5.32319468247517,-1.4541418517622293,1.5567249499996307,-22.187409736046515,5.152400800005907,-4.185042985103932,-4.657236731597562,-6.580613712304226,10.0231153789832,2.1051877596558977,-28.902519256243668,10.811267076354437,38.68103583259442
17,90.43263556654196,-5.680707274302371,-2.3415032366168043,0.829788864998218,-23.82052789276228,4.27337816002851,-4.639622296657194,-4.016961438510896,-7.022576181166172,10.696280681225568,2.3824710037169092,-30.84364957102499,11.537365658870744,41.278903879877916
